Numero de eventos  :10000
Dispositivo       :Nexus One
Version Android   :butomo1989/docker-android-x86-7.1.1

:Monkey: seed=1543305552911 count=10000
:AllowPackage: com.fsck.k9
:IncludeCategory: android.intent.category.LAUNCHER
:IncludeCategory: android.intent.category.MONKEY
// Event percentages:
//   0: 15.0%
//   1: 10.0%
//   2: 2.0%
//   3: 15.0%
//   4: -0.0%
//   5: -0.0%
//   6: 25.0%
//   7: 15.0%
//   8: 2.0%
//   9: 2.0%
//   10: 1.0%
//   11: 13.0%
:Switch: #Intent;action=android.intent.action.MAIN;category=android.intent.category.LAUNCHER;launchFlags=0x10200000;component=com.fsck.k9/.activity.Accounts;end
    // Allowing start of Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.fsck.k9/.activity.Accounts } in package com.fsck.k9
:Sending Touch (ACTION_DOWN): 0:(310.0,392.0)
:Sending Touch (ACTION_UP): 0:(313.71368,387.71472)
:Sending Trackball (ACTION_MOVE): 0:(2.0,-4.0)
:Sending Touch (ACTION_DOWN): 0:(287.0,692.0)
:Sending Touch (ACTION_UP): 0:(286.94012,687.71985)
:Sending Trackball (ACTION_MOVE): 0:(0.0,-5.0)
:Sending Trackball (ACTION_UP): 0:(0.0,0.0)
:Sending Trackball (ACTION_MOVE): 0:(4.0,1.0)
:Sending Touch (ACTION_DOWN): 0:(108.0,366.0)
:Sending Touch (ACTION_UP): 0:(144.55115,347.45255)
:Sending Touch (ACTION_DOWN): 0:(80.0,40.0)
:Sending Touch (ACTION_UP): 0:(95.42907,41.600517)
:Sending Touch (ACTION_DOWN): 0:(345.0,631.0)
:Sending Touch (ACTION_UP): 0:(320.633,643.4555)
:Sending Touch (ACTION_DOWN): 0:(445.0,756.0)
:Sending Touch (ACTION_UP): 0:(441.42368,753.1609)
:Sending Touch (ACTION_DOWN): 0:(22.0,6.0)
:Sending Touch (ACTION_UP): 0:(23.860308,24.223545)
:Sending Touch (ACTION_DOWN): 0:(298.0,100.0)
:Sending Touch (ACTION_UP): 0:(289.44022,60.84377)
:Sending Trackball (ACTION_MOVE): 0:(-2.0,0.0)
    //[calendar_time:2018-11-24 03:20:16.989  system_uptime:173232]
    // Sending event #100
:Sending Trackball (ACTION_UP): 0:(0.0,0.0)
:Sending Trackball (ACTION_MOVE): 0:(-2.0,4.0)
:Sending Trackball (ACTION_MOVE): 0:(1.0,-2.0)
:Sending Trackball (ACTION_UP): 0:(0.0,0.0)
:Sending Touch (ACTION_DOWN): 0:(275.0,481.0)
:Sending Touch (ACTION_UP): 0:(275.06958,493.02884)
:Sending Touch (ACTION_DOWN): 0:(33.0,260.0)
:Sending Touch (ACTION_UP): 0:(35.12681,256.25534)
:Sending Trackball (ACTION_MOVE): 0:(-5.0,1.0)
:Sending Touch (ACTION_DOWN): 0:(264.0,423.0)
:Sending Touch (ACTION_UP): 0:(258.7888,408.02432)
:Sending Trackball (ACTION_MOVE): 0:(2.0,3.0)
:Sending Trackball (ACTION_MOVE): 0:(1.0,-2.0)
:Sending Touch (ACTION_DOWN): 0:(50.0,790.0)
:Sending Touch (ACTION_UP): 0:(59.53948,800.0)
:Sending Trackball (ACTION_MOVE): 0:(1.0,-4.0)
    //[calendar_time:2018-11-24 03:20:18.070  system_uptime:174312]
    // Sending event #200
:Sending Touch (ACTION_DOWN): 0:(25.0,567.0)
:Sending Touch (ACTION_UP): 0:(84.53288,524.2673)
:Switch: #Intent;action=android.intent.action.MAIN;category=android.intent.category.LAUNCHER;launchFlags=0x10200000;component=com.fsck.k9/.activity.Accounts;end
    // Allowing start of Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.fsck.k9/.activity.Accounts } in package com.fsck.k9
:Sending Touch (ACTION_DOWN): 0:(438.0,743.0)
:Sending Touch (ACTION_UP): 0:(444.11066,743.0241)
:Sending Touch (ACTION_DOWN): 0:(340.0,325.0)
:Sending Touch (ACTION_UP): 0:(357.52252,324.87793)
:Sending Trackball (ACTION_MOVE): 0:(-5.0,2.0)
:Sending Trackball (ACTION_UP): 0:(0.0,0.0)
:Sending Trackball (ACTION_MOVE): 0:(-1.0,-4.0)
:Sending Touch (ACTION_DOWN): 0:(185.0,80.0)
:Sending Touch (ACTION_UP): 0:(187.17964,80.98313)
:Switch: #Intent;action=android.intent.action.MAIN;category=android.intent.category.LAUNCHER;launchFlags=0x10200000;component=com.fsck.k9/.activity.Accounts;end
    // Allowing start of Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.fsck.k9/.activity.Accounts } in package com.fsck.k9
:Sending Touch (ACTION_DOWN): 0:(452.0,4.0)
:Sending Touch (ACTION_UP): 0:(443.12015,12.658223)
:Sending Touch (ACTION_DOWN): 0:(3.0,368.0)
:Sending Touch (ACTION_UP): 0:(28.496407,354.12567)
:Switch: #Intent;action=android.intent.action.MAIN;category=android.intent.category.LAUNCHER;launchFlags=0x10200000;component=com.fsck.k9/.activity.Accounts;end
    // Allowing start of Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.fsck.k9/.activity.Accounts } in package com.fsck.k9
:Sending Flip keyboardOpen=false
:Sending Touch (ACTION_DOWN): 0:(378.0,396.0)
:Sending Touch (ACTION_UP): 0:(352.0785,424.00513)
:Sending Touch (ACTION_DOWN): 0:(157.0,611.0)
:Sending Touch (ACTION_UP): 0:(150.42233,608.4199)
    // Rejecting start of Intent { act=android.intent.action.ASSIST cmp=com.google.android.googlequicksearchbox/.SearchActivity } in package com.google.android.googlequicksearchbox
:Sending Trackball (ACTION_MOVE): 0:(4.0,-5.0)
    //[calendar_time:2018-11-24 03:20:19.723  system_uptime:175965]
    // Sending event #300
:Sending Trackball (ACTION_MOVE): 0:(-3.0,-1.0)
:Sending Trackball (ACTION_MOVE): 0:(3.0,-5.0)
:Sending Trackball (ACTION_MOVE): 0:(4.0,4.0)
:Sending Trackball (ACTION_UP): 0:(0.0,0.0)
:Sending Trackball (ACTION_MOVE): 0:(-3.0,-2.0)
:Sending Trackball (ACTION_UP): 0:(0.0,0.0)
:Switch: #Intent;action=android.intent.action.MAIN;category=android.intent.category.LAUNCHER;launchFlags=0x10200000;component=com.fsck.k9/.activity.Accounts;end
    // Allowing start of Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.fsck.k9/.activity.Accounts } in package com.fsck.k9
:Sending Touch (ACTION_DOWN): 0:(18.0,331.0)
:Sending Touch (ACTION_UP): 0:(71.9209,406.2684)
:Sending Touch (ACTION_DOWN): 0:(365.0,375.0)
:Sending Touch (ACTION_UP): 0:(371.20056,376.72437)
:Sending Touch (ACTION_DOWN): 0:(273.0,617.0)
:Sending Touch (ACTION_UP): 0:(186.6661,553.4946)
:Sending Touch (ACTION_DOWN): 0:(393.0,436.0)
:Sending Touch (ACTION_UP): 0:(384.3456,435.71973)
:Sending Trackball (ACTION_MOVE): 0:(1.0,-1.0)
:Sending Touch (ACTION_DOWN): 0:(370.0,215.0)
:Sending Touch (ACTION_UP): 0:(382.8927,222.6296)
:Switch: #Intent;action=android.intent.action.MAIN;category=android.intent.category.LAUNCHER;launchFlags=0x10200000;component=com.fsck.k9/.activity.Accounts;end
    // Allowing start of Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.fsck.k9/.activity.Accounts } in package com.fsck.k9
    //[calendar_time:2018-11-24 03:20:20.263  system_uptime:176505]
    // Sending event #400
:Sending Trackball (ACTION_MOVE): 0:(3.0,-5.0)
:Sending Trackball (ACTION_MOVE): 0:(4.0,-3.0)
:Sending Touch (ACTION_DOWN): 0:(405.0,31.0)
:Sending Touch (ACTION_UP): 0:(397.68045,30.08691)
:Sending Touch (ACTION_DOWN): 0:(81.0,415.0)
:Sending Touch (ACTION_UP): 0:(71.54276,420.281)
:Sending Touch (ACTION_DOWN): 0:(322.0,59.0)
:Sending Touch (ACTION_UP): 0:(317.7291,74.16945)
:Sending Trackball (ACTION_MOVE): 0:(-1.0,-1.0)
:Sending Flip keyboardOpen=true
:Sending Touch (ACTION_DOWN): 0:(147.0,288.0)
:Sending Touch (ACTION_UP): 0:(136.47708,285.57724)
    // Rejecting start of Intent { act=android.intent.action.VIEW cat=[android.intent.category.BROWSABLE] dat=https://k9mail.github.io/... cmp=android/com.android.internal.app.ResolverActivity } in package android
    // Rejecting start of Intent { act=android.intent.action.VIEW cat=[android.intent.category.BROWSABLE] dat=https://k9mail.github.io/... cmp=android/com.android.internal.app.ResolverActivity } in package android
:Sending Touch (ACTION_DOWN): 0:(161.0,230.0)
:Sending Touch (ACTION_UP): 0:(141.12178,227.07579)
    // Rejecting start of Intent { act=android.intent.action.VIEW cat=[android.intent.category.BROWSABLE] dat=https://k9mail.github.io/... cmp=android/com.android.internal.app.ResolverActivity } in package android
:Sending Touch (ACTION_DOWN): 0:(467.0,6.0)
:Sending Touch (ACTION_UP): 0:(382.70383,0.0)
:Sending Trackball (ACTION_MOVE): 0:(-1.0,2.0)
:Sending Trackball (ACTION_UP): 0:(0.0,0.0)
    // Rejecting start of Intent { act=android.intent.action.VIEW cat=[android.intent.category.BROWSABLE] dat=https://github.com/... cmp=android/com.android.internal.app.ResolverActivity } in package android
:Sending Trackball (ACTION_MOVE): 0:(-4.0,-1.0)
    //[calendar_time:2018-11-24 03:20:21.380  system_uptime:177623]
    // Sending event #500
    // Rejecting start of Intent { act=android.intent.action.VIEW cat=[android.intent.category.BROWSABLE] dat=https://github.com/... cmp=android/com.android.internal.app.ResolverActivity } in package android
:Sending Touch (ACTION_DOWN): 0:(409.0,710.0)
:Sending Touch (ACTION_UP): 0:(410.59094,709.8992)
:Sending Touch (ACTION_DOWN): 0:(210.0,245.0)
:Sending Touch (ACTION_UP): 0:(205.5444,252.36572)
:Sending Touch (ACTION_DOWN): 0:(73.0,31.0)
:Sending Touch (ACTION_UP): 0:(79.25521,31.01108)
:Sending Touch (ACTION_DOWN): 0:(177.0,434.0)
:Sending Touch (ACTION_UP): 0:(172.58669,439.11536)
:Sending Touch (ACTION_DOWN): 0:(107.0,197.0)
:Sending Touch (ACTION_UP): 0:(112.20518,195.60219)
:Sending Touch (ACTION_DOWN): 0:(60.0,110.0)
:Sending Touch (ACTION_UP): 0:(0.0,26.64058)
:Sending Flip keyboardOpen=false
:Sending Touch (ACTION_DOWN): 0:(299.0,62.0)
:Sending Touch (ACTION_UP): 0:(313.35138,51.779415)
    // Rejecting start of Intent { act=android.intent.action.VIEW cat=[android.intent.category.BROWSABLE] dat=https://k9mail.github.io/... cmp=android/com.android.internal.app.ResolverActivity } in package android
:Sending Touch (ACTION_DOWN): 0:(296.0,535.0)
:Sending Touch (ACTION_UP): 0:(295.53934,533.86414)
:Sending Trackball (ACTION_MOVE): 0:(-2.0,3.0)
:Sending Trackball (ACTION_UP): 0:(0.0,0.0)
    // Rejecting start of Intent { act=android.intent.action.VIEW cat=[android.intent.category.BROWSABLE] dat=https://github.com/... cmp=android/com.android.internal.app.ResolverActivity } in package android
    // Rejecting start of Intent { act=android.intent.action.VIEW cat=[android.intent.category.BROWSABLE] dat=https://k9mail.github.io/... cmp=android/com.android.internal.app.ResolverActivity } in package android
:Sending Touch (ACTION_DOWN): 0:(114.0,579.0)
:Sending Touch (ACTION_UP): 0:(93.0372,578.97107)
    // Rejecting start of Intent { act=android.intent.action.VIEW cat=[android.intent.category.BROWSABLE] dat=https://k9mail.github.io/... cmp=android/com.android.internal.app.ResolverActivity } in package android
:Sending Touch (ACTION_DOWN): 0:(389.0,228.0)
:Sending Touch (ACTION_UP): 0:(399.93036,224.94928)
:Sending Touch (ACTION_DOWN): 0:(89.0,518.0)
:Sending Touch (ACTION_UP): 0:(135.38649,508.85507)
:Sending Flip keyboardOpen=true
:Sending Touch (ACTION_DOWN): 0:(367.0,211.0)
:Sending Touch (ACTION_UP): 0:(256.74954,168.17162)
:Sending Touch (ACTION_DOWN): 0:(413.0,578.0)
:Sending Touch (ACTION_UP): 0:(279.65683,598.29645)
:Sending Touch (ACTION_DOWN): 0:(447.0,365.0)
:Sending Touch (ACTION_UP): 0:(458.0398,359.35956)
:Sending Trackball (ACTION_MOVE): 0:(2.0,2.0)
    //[calendar_time:2018-11-24 03:20:22.767  system_uptime:179009]
    // Sending event #600
    // Rejecting start of Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.android.contacts/.activities.PeopleActivity } in package com.android.contacts
:Sending Touch (ACTION_DOWN): 0:(430.0,555.0)
:Sending Touch (ACTION_UP): 0:(438.33936,552.5904)
:Sending Trackball (ACTION_MOVE): 0:(-3.0,-4.0)
:Switch: #Intent;action=android.intent.action.MAIN;category=android.intent.category.LAUNCHER;launchFlags=0x10200000;component=com.fsck.k9/.activity.Accounts;end
    // Allowing start of Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.fsck.k9/.activity.Accounts } in package com.fsck.k9
:Sending Trackball (ACTION_MOVE): 0:(-2.0,-1.0)
:Sending Trackball (ACTION_MOVE): 0:(0.0,-3.0)
:Sending Trackball (ACTION_MOVE): 0:(-5.0,-5.0)
:Switch: #Intent;action=android.intent.action.MAIN;category=android.intent.category.LAUNCHER;launchFlags=0x10200000;component=com.fsck.k9/.activity.Accounts;end
    // Allowing start of Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.fsck.k9/.activity.Accounts } in package com.fsck.k9
:Sending Touch (ACTION_DOWN): 0:(447.0,271.0)
:Sending Touch (ACTION_UP): 0:(480.0,391.91135)
:Sending Touch (ACTION_DOWN): 0:(411.0,621.0)
:Sending Touch (ACTION_UP): 0:(414.85037,619.92334)
    //[calendar_time:2018-11-24 03:20:23.714  system_uptime:179964]
    // Sending event #700
:Sending Touch (ACTION_DOWN): 0:(430.0,605.0)
:Sending Touch (ACTION_UP): 0:(360.19885,615.5229)
:Sending Touch (ACTION_DOWN): 0:(338.0,55.0)
:Sending Touch (ACTION_UP): 0:(338.93854,41.76544)
:Sending Touch (ACTION_DOWN): 0:(146.0,131.0)
:Sending Touch (ACTION_UP): 0:(157.37808,121.777664)
:Sending Trackball (ACTION_MOVE): 0:(-1.0,4.0)
:Sending Touch (ACTION_DOWN): 0:(3.0,704.0)
:Sending Touch (ACTION_UP): 0:(18.991848,705.73285)
:Sending Touch (ACTION_DOWN): 0:(425.0,765.0)
:Sending Touch (ACTION_UP): 0:(427.73325,768.3674)
:Sending Touch (ACTION_DOWN): 0:(417.0,388.0)
:Sending Touch (ACTION_UP): 0:(428.19104,385.12933)
:Sending Touch (ACTION_DOWN): 0:(450.0,0.0)
:Sending Touch (ACTION_UP): 0:(452.65744,0.0)
:Sending Touch (ACTION_DOWN): 0:(160.0,389.0)
:Sending Touch (ACTION_UP): 0:(138.87732,381.43616)
:Sending Trackball (ACTION_MOVE): 0:(-5.0,-2.0)
:Sending Trackball (ACTION_UP): 0:(0.0,0.0)
:Sending Touch (ACTION_DOWN): 0:(354.0,521.0)
:Sending Touch (ACTION_UP): 0:(273.8776,529.04004)
:Sending Touch (ACTION_DOWN): 0:(107.0,760.0)
:Sending Touch (ACTION_UP): 0:(123.377914,706.8797)
:Sending Trackball (ACTION_MOVE): 0:(-2.0,-5.0)
:Sending Touch (ACTION_DOWN): 0:(225.0,451.0)
